,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5
MOM_LogReturn_TSR_252D,7.261119068967814e-06,0.00010272866728156687,0.00018786284027732118,0.00012885755288589577,6.937341930472095e-05,0.00018527863000313737
MOM_Return3d_TSZ_20D,1.5355135410839796e-05,0.0001696251719091479,2.5581694464445542e-05,7.67843302517158e-06,0.00017492663272073095,3.1802040724593075e-05
MOM_Return3d_TSR_252D,6.587978437440795e-05,6.40679075816773e-05,8.446169842797407e-05,0.00023833927478011168,8.948838669427195e-05,2.6314476864464328e-05
MOM_Return5d_TSZ_20D,5.3755168498758216e-05,4.346185884735123e-05,0.0,2.9289084847741175e-05,2.0542144554539418e-05,3.5637714525700187e-06
MOM_Return5d_TSR_252D,3.493832754985945e-05,7.127771773669285e-05,6.848018080010062e-05,8.115735316494486e-05,0.0001616175089249096,9.085257448323592e-05
MOM_Return10d_TSZ_20D,0.0,3.8877993111829095e-05,6.82075200261402e-05,3.423706559060935e-05,2.9211507365070352e-05,0.00010028280039913075
MOM_Return10d_TSR_252D,2.6699694213514324e-05,6.466685346417365e-05,2.393587945186037e-05,2.7697841383559266e-05,2.762322474361043e-05,6.313224322010591e-05
MOM_Return20d_TSZ_20D,0.0,5.865341541973701e-05,0.00010036098815888837,5.6124420205471425e-05,0.0002681758723361597,0.00014049416823652425
MOM_Return20d_TSR_252D,6.332263429154927e-05,7.994189151216882e-05,5.601897990069517e-05,6.266884754910503e-05,4.111153429013494e-05,3.0791648520619975e-05
MOM_Return1dLag1_TSR_252D,4.428011948511824e-05,0.00037567816363149703,1.660222598079946e-05,5.04375073192278e-05,3.33846770056626e-05,0.00032167980950558047
MOM_Return1dLag2_TSR_252D,0.0001763922515430007,0.0010174212871656592,0.0003960803562920774,8.486262958661345e-05,0.0015779466957608033,0.00011702072849082321
MOM_RSI9-14Diff_TSZ_20D,4.695086598119353e-05,4.8054413183531624e-05,2.0112450774542798e-05,0.00015576177208952396,4.774047826953722e-06,5.915409781266369e-05
MOM_RSI9-14Diff_TSR_252D,5.758619471777266e-06,8.304097874575894e-05,5.1573057799441085e-05,6.346436713499134e-05,6.54903981772743e-05,4.409270424400398e-05
MOM_BBPercentB_TSZ_20D,6.566265465991842e-05,8.624019250107341e-06,5.2122864987153396e-05,2.761165082032543e-05,0.0,4.124212713572629e-05
MOM_UpperShadowRatio_TSZ_20D,1.3123474943892772e-05,8.079002181125679e-06,2.8294964718695595e-05,0.0,1.830329680816088e-05,2.7016696215658513e-05
MOM_UpperShadowRatio_TSR_252D,1.3171520721349396e-05,1.5843062193268866e-05,6.985161931201076e-06,2.4920405615592317e-05,0.0,1.4735272111828911e-05
MOM_LowerShadowRatio_TSZ_20D,3.3723482579044795e-05,1.685291980718109e-05,5.1077427299328115e-05,2.4354789756529455e-05,3.327759752586986e-05,1.3293985190917448e-05
MOM_LowerShadowRatio_TSR_252D,0.0,2.663249079633727e-05,2.1057168638605784e-05,1.0958916633559951e-05,1.7548576439847168e-05,2.1950789356264988e-05
MOM_IntradayStrength_TSR_252D,0.0,5.777074363409178e-05,7.17199318182142e-06,3.1835111829965274e-05,5.8224466844580636e-05,4.829531725990314e-05
MOM_LowerShadowMA5_TSZ_20D,2.3087647479889228e-05,7.55133264553206e-05,2.2242764794559427e-05,2.141758522107809e-05,3.421129726852006e-06,0.00011581444137125524
MOM_LowerShadowMA5_TSR_252D,2.1738593854162708e-05,5.310826236048876e-05,6.532947895239105e-05,3.6296898195354904e-05,1.6255334603019306e-05,2.1564780525183368e-05
MOM_Streak_TSZ_20D,9.399312331381935e-06,6.386379685323277e-05,0.00011227841086421304,3.759353732027364e-05,1.2975330375815376e-05,5.9337853745787565e-05
MOM_Streak_TSR_252D,0.00013093078422523005,6.554833092346015e-05,0.00015223644206761294,8.45021852284979e-05,2.422568539476787e-05,4.6999991183204e-05
MOM_BullishRatio20_TSZ_20D,8.223874081231523e-06,1.6052602208568577e-05,1.7756216007654767e-05,3.518838529645867e-05,3.3430864326823394e-05,5.6041014282229785e-05
MOM_BullishRatio20_TSR_252D,0.00010985130397652395,0.00012485225156228807,4.717242711186822e-05,2.4498955692379565e-05,3.220053832191753e-05,8.004389138313535e-05
MOM_ClosePosition_TSZ_20D,1.8178604254397228e-05,7.106581157096615e-05,4.202898802740018e-05,3.11039983965812e-05,2.238291979374114e-05,8.376042863909642e-05
MOM_ClosePosition_TSR_252D,0.0,0.0001330785052131664,4.6717854669874586e-05,6.144909469920108e-05,8.116742034592162e-05,0.0002744426374752357
MOM_GapRate_TSZ_20D,6.891891262642748e-05,3.07664625214729e-05,0.00025516452555073097,0.00011532844328676202,2.290149781470185e-05,9.769827373806674e-05
MOM_GapRate_TSR_252D,0.000215881463245179,0.0006311713361689822,0.003169669866652096,0.0007709919641546767,0.0019152094673140366,0.0007283092036543267
MOM_MaxGain5_TSZ_20D,7.503401749851203e-05,9.387441060801622e-05,1.8893520302366228e-05,0.00023185877914783562,2.6976363819702145e-05,0.0003244678683677408
MOM_MaxGain5_TSR_252D,0.0,8.823741217777144e-05,0.0001611964776785003,0.00020668219650996818,5.6482493779106544e-05,0.000331864343076864
MOM_RCI9_TSZ_20D,7.400757922341807e-06,6.6003759390114e-05,8.954871133538287e-05,2.961058692038446e-05,5.1480766796679173e-05,8.63656269205611e-05
MOM_RCI9_TSR_252D,1.3950835871924013e-05,8.4524886256648e-06,1.4567088135269551e-05,5.84663009556755e-06,4.612859755689043e-05,4.968258665171845e-05
MOM_RCI9Diff_TSR_252D,4.513442150327029e-05,3.7629051945162176e-05,0.00014258997285130867,3.110352647324223e-05,5.0871722260348434e-05,1.5276675779574705e-05
